centroid	domain	kingdom	phylum	class	order	genus	species
e0af00790163961bcdb0a7d5304aa4ce	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
de2681d11826c138c48a53111fb615d4	Bacteria	Marinimicrobia (SAR406 clade)					
7e655a0f80fe585094b11cd418158685	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium
02a04685f0332fae79226eb02c084867	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4 marine group	uncultured bacterium	uncultured bacterium	uncultured bacterium
0aa1256763c63a77e37295fd6dd9107b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	marine metagenome	marine metagenome
c4787ef1b2ca6f12f88274fe00023cc7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	
e20a782d5527602bc00b76645435baf7	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV		
fc2a53e5039dad206ef2fcdbf26facb8	Bacteria	Marinimicrobia (SAR406 clade)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
c91a1d4815c7315f8787e8752faff2d9	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	uncultured bacterium
8247808bfa79f2b19c6978ed741ac825	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	
3c3dddbaebaef82341cf44fd8c2a5657	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium
c7c695f8e6929442b04a907e0b63dbcb	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium
2dd61a9eb8df561a366cb05ec49c6bcf	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured alpha proteobacterium	uncultured alpha proteobacterium
84e457924a9d417f6af506264d281460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	uncultured marine bacterium
24c586fcd1b8aa6616ab0c8cc933bbc8	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4 marine group			
251545178206c3a0aa5f3ac0e620c932	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	
e281b5c2c1be74b204dea3b22f0bc7bb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	
9ffde893b31230b6f1acbaa0646505eb	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
e0104cba82f77bf21d59ab9f4b8eaed4	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Ambiguous_taxa
0fe760ca75181c5fdd23944064a6c495	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
b7aeef446da73ad020a04072a1ad23d5	Bacteria	Proteobacteria	Gammaproteobacteria				
5adb2a603e33c9229dfdaae08a9594b3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
e77c8e8316984d7b38ba128f20b46d1c	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	
ab8b95c60bb6dd7c0416627752922ba9	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
cb0d8a3fc8d0b98634658d90c0201af9	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	uncultured Phycisphaeraceae bacterium
0ac1004f58bc0e8753be7dc48be7d90c	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ib	
46ac75890790012ba8e61e6dc4e77860	Archaea	Euryarchaeota	Thermoplasmata	Marine Group II	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
cf8aceff705fd5dd4967148cede5d1f1	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	
5612921753d2b85e2eabe304867d4d70	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	Ambiguous_taxa	Ambiguous_taxa
1642658999590e25a39926d281dea501	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	
d91f08ebcb47b54f583b0a28d50dae0b	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	uncultured bacterium	uncultured bacterium	uncultured bacterium
9a070e74474aaa7c4b2d841b0d2b5efd	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	uncultured bacterium	uncultured bacterium	uncultured bacterium
bb6990fb738bfa1f3392c6408b0a5cce	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	
cc04070a36d0318e4e9e7c0522040332	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
4a8363537e06c61e7e4860a7cc503cc7	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium
0d076f7ba9086b1ccfaeb4ea7d4965cd	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade			
cd516a0c463d5beefab2319d891b7150	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Ambiguous_taxa
7597c493da8673aece09101748e4095a	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	W5053	uncultured bacterium
86709ccce49f29c7e5d930f4c7695b93	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
2b25c162dcb50ca2cc62bfd46541d14b	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
5283a845e0dcf57bb394489b9f6aa1ed	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
4f530e25d97c74bc3c083108da3d018d	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04 marine group	
21e4402a08129641b813bf5f9bd5a1ce	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
54f20011e08d4284d2c2f9e08ce74923	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9 marine group		
48a0021a0e72095074fd3dc71aa8caa7	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4 marine group	uncultured bacterium	uncultured bacterium	uncultured bacterium
e904c78fc73fda7f31d8df7487c3e4a8	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
ea57f46c3fab7d030b7a75ee700a8516	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
f142a32d5cbf5601c2b6dc609763dea6	Bacteria	PAUC34f	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
5ce3d8225ff8e5b44f2299f01cf7b869	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
f3bd7ae10ecfefe3df2b2c7c17348a61	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Ambiguous_taxa
1fe3b93802894dea9a86e3e4047b2e11	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Sedimentibacter	uncultured bacterium
cad08fe329258080527cdaf2b7926aa9	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
86c0232879ed1bfacc4b766de8d05b5d	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II		
d8f030c19157337f2f41c9e0a314484e	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade		
88a3096616d432252fec327b71526321	Bacteria	Marinimicrobia (SAR406 clade)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
95f087a18f00c80b4bc02deaa4cf71d6	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)			
10f55ef1c4712c35588343e0eaffc28a	Bacteria	Marinimicrobia (SAR406 clade)					
e25c68bce70d43a0dce9932b6f7d87b2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
ccbe66db6069de8dce43c3524da052a2	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	
71fcd1726da679b1aec6116fbbd7d1b8	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	W5053	uncultured bacterium
b234cae4f4d4b6b3328dae48cf29da99	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116 clade	uncultured bacterium	uncultured bacterium
4eae1f80f77eccc3e8f9eef84cd89486	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	uncultured marine bacterium	uncultured marine bacterium
e9dd72fb111c2bd79d479b06d27dba87	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	
a88a1856f5f8de0c8969a308b42b81d3	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
607036f97e5a920b42d062bf8ab26d6f	Bacteria	Marinimicrobia (SAR406 clade)					
e982d925c9f50f339ea7bf36d78161bf	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	uncultured	
ae12e4b39c61aff26cc7acb531ed6e60	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade			
7977ffb9762cf49e620994eb49cd92f8	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	
efc6cfbc64ec3f69de60b61c54a0af06	Bacteria	Marinimicrobia (SAR406 clade)	marine metagenome	marine metagenome	marine metagenome	marine metagenome	marine metagenome
9e1836946560c181cd36160af1100269	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured gamma proteobacterium
c7859ccfd50d536ec79e27a0095c0651	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pelomonas	uncultured bacterium
660fe3136c42a4d41f802ddde966a995	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV		
55585d77e3bd4a1f96a7536b196e873b	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	
f4a72c270a3e879faf76a016f1fe36f8	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	uncultured bacterium
93bdd79dcfa434ef63f2f68b9b6ef6b4	Bacteria	Planctomycetes	OM190	uncultured planctomycete	uncultured planctomycete	uncultured planctomycete	uncultured planctomycete
6e5b9ebe5408e663bd76785611d50b34	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade			
3f8c5b69a9621ec0bf41af8431d70076	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
9c11ccab9a2c670fca4599c67ef37119	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II		
913de06a750f70817b00981cf090530d	Bacteria	Marinimicrobia (SAR406 clade)					
9ca315c4a64278675ebf1c15c29418c0	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
b7bda0da87ea5cc25fd57747e8a38d5d	Bacteria	Marinimicrobia (SAR406 clade)					
3aca714f937985978f442894e3ff4d15	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	
a0dd1287065e355144210114fe8e2ae3	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	
563bb5a8341bd4c8c1a4550fbeaafc8d	Bacteria	Latescibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
d6d7d24ea0d98fcefa2d588b0aaa5d9c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Ambiguous_taxa
034453bfe3c8fd12ecd12c6cbee0e8f7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593		
deb47dbc30448faf9eeda4c2913edc33	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593		
d4f43749f509b8cbf2ca163fdf5622b1	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium
811b7fa6921d5229f35b1d8c89518c3f	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
e90fc3d8faabab6c5cecf39c7313a5f3	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Ambiguous_taxa	Ambiguous_taxa
23ca92d7be52413177fe6105129e05e8	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
614fa8de87a899dae169432659493123	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	
b91aa672542ec12fc1341f45c9698e97	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	
0439e25a8ddf41eb5f91f3f1976e3317	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
bfb9925a247f510bb0495a56813cd8b8	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
71f4a89a60bdad88b974add0bf1260a5	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	uncultured bacterium	uncultured bacterium	uncultured bacterium
698cba4ac5a26be1d3225e287c4de80a	Bacteria	Proteobacteria	Alphaproteobacteria				
e974c48f347eb5b25af77f572f213067	Bacteria	Marinimicrobia (SAR406 clade)					
1908394509c18a8d108311e8a461d568	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	
e7fa03b1970ff262ed145a6f5a957fd8	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Ambiguous_taxa
cd4f65666826c0b75c6ce854686fe3dc	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade			
2071dff8e6a767738f449f2c8f6e0c9a	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
26cbd1b8b6fcd255774f4f79be2f259c	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus MIT9313	
c28a77a5560010c2c2b9a251721ac772	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
5e341dc8deb8ca535599bda0ecc39a50	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	marine metagenome	marine metagenome
50225c0a58f9b73a9142bf4fc01e0e21	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
cb6973aa8c10e9287d62585dda66cd8a	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
162b33ab270f1d8c4c009f6845d0b93c	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Ambiguous_taxa	Ambiguous_taxa
c7b4099bb01cbccda18ff55b52e42480	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	
29db236f0f5e261da4563d3c363c9c35	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium
8df53bdabc7d8cc55dbf6395a69100d3	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86 clade			
1383ba56b4051e1d4c7086536ac0e918	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	
9d598c476160ca8c68f95acc079e98fa	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	uncultured bacterium	uncultured bacterium
